2014-08-06T11:35:17.519092|1407317717|Trento|region|hdTot|06_08_2014|4239
2014-08-06T11:40:15.909191|1407318015|Trento|region|hdTot|06_08_2014|4239
2014-08-06T11:45:15.633994|1407318315|Trento|region|hdTot|06_08_2014|4239
2014-08-06T11:50:15.567267|1407318615|Trento|region|hdTot|06_08_2014|4239
2014-08-06T11:55:15.646085|1407318915|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:00:15.618154|1407319215|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:05:16.122304|1407319516|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:10:15.571029|1407319815|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:15:16.107582|1407320116|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:20:15.899758|1407320415|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:25:15.412005|1407320715|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:30:16.189243|1407321016|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:35:16.448039|1407321316|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:40:16.230011|1407321616|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:45:15.754337|1407321915|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:50:16.906275|1407322216|Trento|region|hdTot|06_08_2014|4239
2014-08-06T12:55:16.580469|1407322516|Trento|region|hdTot|06_08_2014|4239
2014-08-06T13:00:15.748280|1407322815|Trento|region|hdTot|06_08_2014|4239
2014-08-06T13:05:15.661303|1407323115|Trento|region|hdTot|06_08_2014|4239
2014-08-06T13:10:15.793891|1407323415|Trento|region|hdTot|06_08_2014|4239
2014-08-06T13:15:16.017752|1407323716|Trento|region|hdTot|06_08_2014|4239
2014-08-06T13:20:15.785999|1407324015|Trento|region|hdTot|06_08_2014|4239
2014-08-06T13:25:15.728847|1407324315|Trento|region|hdTot|06_08_2014|4239
2014-08-06T13:30:15.760763|1407324615|Trento|region|hdTot|06_08_2014|0
2014-08-06T13:35:15.907441|1407324915|Trento|region|hdTot|06_08_2014|4239
2014-08-06T13:40:15.816280|1407325215|Trento|region|hdTot|06_08_2014|4239
2014-08-06T13:45:15.720886|1407325515|Trento|region|hdTot|06_08_2014|4239
2014-08-06T13:50:15.965489|1407325815|Trento|region|hdTot|06_08_2014|4239
