2014-08-06T11:35:15.507557|1407317715|Trento|region|coreTot|06_08_2014|192
2014-08-06T11:40:14.763313|1407318014|Trento|region|coreTot|06_08_2014|192
2014-08-06T11:45:14.683327|1407318314|Trento|region|coreTot|06_08_2014|192
2014-08-06T11:50:14.663312|1407318614|Trento|region|coreTot|06_08_2014|192
2014-08-06T11:55:14.684823|1407318914|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:00:14.715594|1407319214|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:05:14.856100|1407319514|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:10:14.871482|1407319814|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:15:14.843949|1407320114|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:20:14.704149|1407320414|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:25:14.887349|1407320714|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:30:14.971814|1407321014|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:35:14.850912|1407321314|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:40:14.787673|1407321614|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:45:14.732331|1407321914|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:50:14.992051|1407322214|Trento|region|coreTot|06_08_2014|192
2014-08-06T12:55:14.962842|1407322514|Trento|region|coreTot|06_08_2014|192
2014-08-06T13:00:14.764196|1407322814|Trento|region|coreTot|06_08_2014|192
2014-08-06T13:05:14.726243|1407323114|Trento|region|coreTot|06_08_2014|192
2014-08-06T13:10:14.844304|1407323414|Trento|region|coreTot|06_08_2014|192
2014-08-06T13:15:14.859286|1407323714|Trento|region|coreTot|06_08_2014|192
2014-08-06T13:20:14.787518|1407324014|Trento|region|coreTot|06_08_2014|192
2014-08-06T13:25:14.792317|1407324314|Trento|region|coreTot|06_08_2014|192
2014-08-06T13:30:14.839312|1407324614|Trento|region|coreTot|06_08_2014|0
2014-08-06T13:35:14.843480|1407324914|Trento|region|coreTot|06_08_2014|192
2014-08-06T13:40:14.823853|1407325214|Trento|region|coreTot|06_08_2014|192
2014-08-06T13:45:14.766251|1407325514|Trento|region|coreTot|06_08_2014|192
2014-08-06T13:50:14.895290|1407325814|Trento|region|coreTot|06_08_2014|192
2014-08-06T13:55:14.799881|1407326114|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:00:14.753596|1407326414|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:05:14.776483|1407326714|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:10:14.966625|1407327014|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:15:14.957656|1407327314|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:20:15.220122|1407327615|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:25:14.843319|1407327914|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:30:14.902485|1407328214|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:35:14.818357|1407328514|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:40:14.801341|1407328814|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:45:14.828072|1407329114|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:50:14.833583|1407329414|Trento|region|coreTot|06_08_2014|192
2014-08-06T14:55:14.801505|1407329714|Trento|region|coreTot|06_08_2014|192
2014-08-06T15:00:14.784877|1407330014|Trento|region|coreTot|06_08_2014|192
2014-08-06T15:05:14.800544|1407330314|Trento|region|coreTot|06_08_2014|192
2014-08-06T15:10:14.790181|1407330614|Trento|region|coreTot|06_08_2014|192
2014-08-06T15:15:14.872780|1407330914|Trento|region|coreTot|06_08_2014|192
2014-08-06T15:20:14.776273|1407331214|Trento|region|coreTot|06_08_2014|192
